Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Automatic Real-Time Analysis of Reactive Systems with the PARTS Toolset,Automated Software Engineering,,,,10.1023/A:1011235419951,U. BuyR.H. Sloan,2001,https://link.springer.com/article/10.1023/A:1011235419951,Article
ECL: A Specification Environment for System-Level Design,Electronic Chips & Systems Design Languages,,,,10.1007/978-1-4757-3326-6_17,Gérard BerryEd HarcourtLuciano LavagnoEllen Sentovich,2001,https://link.springer.com/chapter/10.1007/978-1-4757-3326-6_17,Chapter
Earth Observation/Monitoring Missions,Observation of the Earth and Its Environment,,,,10.1007/978-3-642-56294-5_5,Herbert J. Kramer,2002,https://link.springer.com/chapter/10.1007/978-3-642-56294-5_5,Chapter
Space Science/Solar-Terrestrial Missions,Observation of the Earth and Its Environment,,,,10.1007/978-3-642-56294-5_12,Herbert J. Kramer,2002,https://link.springer.com/chapter/10.1007/978-3-642-56294-5_12,Chapter
Modeling Real-Time Systems — Challenges and Work Directions,Embedded Software,,,,10.1007/3-540-45449-7_26,Joseph Sifakis,2001,https://link.springer.com/chapter/10.1007/3-540-45449-7_26,Conference paper
The Polis Codesign Framework,Synchronous Equivalence,,,,10.1007/978-1-4615-1659-0_2,Harry HsiehFelice BalarinAlberto Sangiovanni-Vincentelli,2001,https://link.springer.com/chapter/10.1007/978-1-4615-1659-0_2,Chapter
A Temporal Concurrent Constraint Programming Calculus,Principles and Practice of Constraint Programming — CP 2001,,,,10.1007/3-540-45578-7_21,Catuscia PalamidessiFrank D. Valencia,2001,https://link.springer.com/chapter/10.1007/3-540-45578-7_21,Conference paper
Multiclock Esterel,Correct Hardware Design and Verification Methods,,,,10.1007/3-540-44798-9_10,Gérard BerryEllen Sentovich,2001,https://link.springer.com/chapter/10.1007/3-540-44798-9_10,Conference paper
Hierarchical Approach for Design of Multi-vehicle Multi-modal Embedded Software,Embedded Software,,,,10.1007/3-540-45449-7_24,T. John KooJudy LiebmanCedric MaS. Shankar Sastry,2001,https://link.springer.com/chapter/10.1007/3-540-45449-7_24,Conference paper
Synthesis and Optimization of Digital Hardware/Software Systems,System Design Automation,,,,10.1007/978-1-4757-6666-0_1,Jürgen Teich,2001,https://link.springer.com/chapter/10.1007/978-1-4757-6666-0_1,Chapter
Giotto: A Time-Triggered Language for Embedded Programming,Embedded Software,,,,10.1007/3-540-45449-7_12,Thomas A. HenzingerBenjamin HorowitzChristoph Meyer Kirsch,2001,https://link.springer.com/chapter/10.1007/3-540-45449-7_12,Conference paper
An Implementation of Constructive Synchronous Programs in POLIS,Formal Methods in System Design,,,,10.1023/A:1008796718837,Gérard BerryEllen M. Sentovich,2000,https://link.springer.com/article/10.1023/A:1008796718837,Article
Codesign Finite State Machines,Synchronous Equivalence,,,,10.1007/978-1-4615-1659-0_3,Harry HsiehFelice BalarinAlberto Sangiovanni-Vincentelli,2001,https://link.springer.com/chapter/10.1007/978-1-4615-1659-0_3,Chapter
Programmierung von vernetzten Prüfplätzen in PEARL 90 am Beispiel der Lebensdauerprüfung von Waschautomaten und Trocknern,Echtzeitkommunikation und Ethernet/Internet,,,,10.1007/978-3-642-56450-5_13,Uwe HeinJoachim Jensch,2001,https://link.springer.com/chapter/10.1007/978-3-642-56450-5_13,Conference paper
Validierung Software-intensiver eingebetteter Systeme,Informatik Forschung und Entwicklung,,,,10.1007/PL00009135,Monika Müllerburg,2000,https://link.springer.com/article/10.1007/PL00009135,Article
Rechnernetze und Verteilte Systeme,Informatik für Ingenieure kompakt,,,,10.1007/978-3-322-86798-8_6,Alexander Schill,2001,https://link.springer.com/chapter/10.1007/978-3-322-86798-8_6,Chapter
Deriving Pre-conditions for Array Bound Check Elimination,Programs as Data Objects,,,,10.1007/3-540-44978-7_2,Wei-Ngan ChinSiau-Cheng KhooDana N. Xu,2001,https://link.springer.com/chapter/10.1007/3-540-44978-7_2,Conference paper
A New UML Profile for Real-Time System Formal Design and Validation,"≪UML≫ 2001 — The Unified Modeling Language. Modeling Languages, Concepts, and Tools",,,,10.1007/3-540-45441-1_22,L. ApvrilleP. de Saqui-SannesC. LohrP. SénacJ. -P. Courtiat,2001,https://link.springer.com/chapter/10.1007/3-540-45441-1_22,Conference paper
Modelling and analysis of hybrid dynamical systems,Advances in the control of nonlinear systems,,,,10.1007/BFb0110384,Arjan J. van der SchaftJohannes M. Schumacher,2001,https://link.springer.com/chapter/10.1007/BFb0110384,Conference paper
Modeling Distributed Embedded Systems In Multiclock Esterel,Formal Methods for Distributed System Development,,,,10.1007/978-0-387-35533-7_19,Basant RajanR. K. Shyamasundar,2000,https://link.springer.com/chapter/10.1007/978-0-387-35533-7_19,Chapter
Static Worst-Case Execution Time Analysis of Synchronous Programs,Reliable Software Technologies Ada-Europe 2000,,,,10.1007/10722060_8,Thomas Ringler,2000,https://link.springer.com/chapter/10.1007/10722060_8,Conference paper
Hybrid Verifications of Reactive Programs,Formal Aspects of Computing,,,,10.1007/s001650050042,Olivier RouxVlad RusuFranck Cassez,1999,https://link.springer.com/article/10.1007/s001650050042,Article
Models of Computation for System Design,Architecture Design and Validation Methods,,,,10.1007/978-3-642-57199-2_6,Luciano LavagnoAlberto Sangiovanni-VincentelliEllen M. Sentovich,2000,https://link.springer.com/chapter/10.1007/978-3-642-57199-2_6,Chapter
Introducing Mutual Exclusion in Esterel,Perspectives of System Informatics,,,,10.1007/3-540-46562-6_40,Klaus SchneiderViktor Sabelfeld,2000,https://link.springer.com/chapter/10.1007/3-540-46562-6_40,Conference paper
Behavior Expression and OMDD,Formal Methods for Open Object-Based Distributed Systems IV,,,,10.1007/978-0-387-35520-7_15,Yunming Wang,2000,https://link.springer.com/chapter/10.1007/978-0-387-35520-7_15,Conference paper
Compositional Verification of Synchronous Networks,Formal Techniques in Real-Time and Fault-Tolerant Systems,,,,10.1007/3-540-45352-0_18,Leszek Holenderski,2000,https://link.springer.com/chapter/10.1007/3-540-45352-0_18,Conference paper
A System for Object Code Validation,Formal Techniques in Real-Time and Fault-Tolerant Systems,,,,10.1007/3-540-45352-0_14,A. K. BhattacharjeeGopa SenS. D. DhodapkarK. KarunakarBasant RajanR. K. Shyamasundar,2000,https://link.springer.com/chapter/10.1007/3-540-45352-0_14,Conference paper
Design Representation,Function/Architecture Optimization and Co-Design of Embedded Systems,,,,10.1007/978-1-4615-4359-6_3,Bassam TabbaraAbdallah TabbaraAlberto Sangiovanni-Vincentelli,2000,https://link.springer.com/chapter/10.1007/978-1-4615-4359-6_3,Chapter
Stability of Discrete Sampled Systems,Formal Techniques in Real-Time and Fault-Tolerant Systems,,,,10.1007/3-540-45352-0_1,N. HalbwachsJ. -F. HéryJ. -C. LaleufX. Nicollin,2000,https://link.springer.com/chapter/10.1007/3-540-45352-0_1,Conference paper
"Modeling and Synthesis of Behavior, Control and Data Flow",Architecture Design and Validation Methods,,,,10.1007/978-3-642-57199-2_1,Raul CamposanoAndrew SeawrightJoseph Buck,2000,https://link.springer.com/chapter/10.1007/978-3-642-57199-2_1,Chapter
System Representation Model,"Modeling, Verification and Exploration of Task-Level Concurrency in Real-Time Embedded Systems",,,,10.1007/978-1-4615-4437-1_3,Filip ThoenFrancky Catthoor,2000,https://link.springer.com/chapter/10.1007/978-1-4615-4437-1_3,Chapter
Models of Computation for Embedded System Design,System-Level Synthesis,,,,10.1007/978-94-011-4698-2_2,Luciano LavagnoAlberto Sangiovanni-VincentelliEllen Sentovich,1999,https://link.springer.com/chapter/10.1007/978-94-011-4698-2_2,Chapter
Modeling of hybrid systems,An introduction to hybrid dynamical systems,,,,10.1007/BFb0109999,Arjan van der SchaftHans Schumacher,2000,https://link.springer.com/chapter/10.1007/BFb0109999,Chapter
The CIP Method: Component- and Model-Based Construction of Embedded Systems,Software Engineering — ESEC/FSE ’99,,,,10.1007/3-540-48166-4_23,Hugo Fierz,1999,https://link.springer.com/chapter/10.1007/3-540-48166-4_23,Conference paper
From Synchronous Specifications to Asynchronous Distributed Implementations,Distributed and Parallel Embedded Systems,,,,10.1007/978-0-387-35570-2_3,Peter Scholz,1999,https://link.springer.com/chapter/10.1007/978-0-387-35570-2_3,Chapter
Considerations on a LonWorks/IP Gateway Implementation,Fieldbus Technology,,,,10.1007/978-3-7091-6421-1_38,Stefan SoucekHans-Jörg Schweinzer,1999,https://link.springer.com/chapter/10.1007/978-3-7091-6421-1_38,Conference paper
Code generation in the SACRES project,Towards System Safety,,,,10.1007/978-1-4471-0823-8_9,Thierry GautierPaul Le Guernic,1999,https://link.springer.com/chapter/10.1007/978-1-4471-0823-8_9,Conference paper
"PARADISE: Design Environment for Para llel &amp; Dis tributed, E mbedded Real-Time Systems",Distributed and Parallel Embedded Systems,,,,10.1007/978-0-387-35570-2_16,W. HardtP. AltenberndC. BökeG. Del CastilloC. DitzeE. ErpenbachU. GlässerB. KleinjohannG. LehrenfeldF. J. RammigC. RustF. StappertJ. StroopJ. Tacken,1999,https://link.springer.com/chapter/10.1007/978-0-387-35570-2_16,Chapter
SACRES: A Step Ahead in the Development of Critical Avionics Applications,Hybrid Systems: Computation and Control,,,,10.1007/3-540-48983-5_1,Philippe Baufreton,1999,https://link.springer.com/chapter/10.1007/3-540-48983-5_1,Conference paper
Multilanguage Specification for System Design,System-Level Synthesis,,,,10.1007/978-94-011-4698-2_3,A. A. JerrayaM. RomdhaniPh. Le MarrecF. HesselP. CosteC. ValderramaG. F. MarchioroJ. M. DaveauN.-E. Zergainoh,1999,https://link.springer.com/chapter/10.1007/978-94-011-4698-2_3,Chapter
Multilanguage Design,Distributed and Parallel Embedded Systems,,,,10.1007/978-0-387-35570-2_2,Bernd Kleinjohann,1999,https://link.springer.com/chapter/10.1007/978-0-387-35570-2_2,Chapter
Combining theorem proving and continuous models in synchronous design,FM’99 — Formal Methods,,,,10.1007/3-540-48118-4_23,Simin Nadjm-TehraniOve Åkerlund,1999,https://link.springer.com/chapter/10.1007/3-540-48118-4_23,Conference paper
Models and Methods for HW/SW Intellectual Property Interfacing,System-Level Synthesis,,,,10.1007/978-94-011-4698-2_12,Ross B. OrtegaLuciano LavagnoGaetano Borriello,1999,https://link.springer.com/chapter/10.1007/978-94-011-4698-2_12,Chapter
A Modular Framework for the Integration of Heterogeneous Notations and Tools,IFM’99,,,,10.1007/978-1-4471-0851-1_12,Robert BüssowWolfgang Grieskamp,1999,https://link.springer.com/chapter/10.1007/978-1-4471-0851-1_12,Conference paper
Translation Validation: From SIGNAL to C,Correct System Design,,,,10.1007/3-540-48092-7_11,A. PnueliO. ShtrichmanM. Siegel,1999,https://link.springer.com/chapter/10.1007/3-540-48092-7_11,Chapter
Integration of Analog and Discrete Synchronous Design,Hybrid Systems: Computation and Control,,,,10.1007/3-540-48983-5_19,Simin Nadjm-Tehrani,1999,https://link.springer.com/chapter/10.1007/3-540-48983-5_19,Conference paper
The Javatime Approach to Mixed Hardware-Software System Design,System-Level Synthesis,,,,10.1007/978-94-011-4698-2_11,James Shin YoungJosh MacDonaldMichael ShilmanAbdallah TabbaraPaul HilfingerA. Richard Newton,1999,https://link.springer.com/chapter/10.1007/978-94-011-4698-2_11,Chapter
Time-Deterministic Hybrid Transition Systems,Hybrid Systems V,,,,10.1007/3-540-49163-5_13,Simin Nadjm-Tehrani,1999,https://link.springer.com/chapter/10.1007/3-540-49163-5_13,Conference paper
Rapid-Prototyping of Embedded Systems via Reprogrammable Devices,Design Automation for Embedded Systems,,,,10.1023/A:1008890323570,Stefano CardelliMassimiliano ChiodoPaolo GiustoAttila JurecskaLuciano LavagnoClaudio SansoèAlberto Sangiovanni-Vincentelli,1998,https://link.springer.com/article/10.1023/A:1008890323570,Article
Statecharts via Process Algebra,CONCUR’99 Concurrency Theory,,,,10.1007/3-540-48320-9_28,Gerald LüttgenMichael von der BeeckRance Cleaveland,1999,https://link.springer.com/chapter/10.1007/3-540-48320-9_28,Conference paper
Compilation and Synthesis for Real-Time Embedded Controllers,Correct System Design,,,,10.1007/3-540-48092-7_12,Martin Fränzle1Markus Müller-Olm,1999,https://link.springer.com/chapter/10.1007/3-540-48092-7_12,Chapter
"The Code Validation Tool (CVT)
",International Journal on Software Tools for Technology Transfer,,,,10.1007/s100090050027,A. PnueliO. ShtrichmanM. Siegel,1998,https://link.springer.com/article/10.1007/s100090050027,Article
Real-Time and Safety-Critical Systems,High-Integrity System Specification and Design,,,,10.1007/978-1-4471-3431-2_6,Jonathan OstroffSusan GerhartDan CraigenTed RalstonNancy G. LevesonJonathan BowenVictoria Stavridou,1999,https://link.springer.com/chapter/10.1007/978-1-4471-3431-2_6,Chapter
Grafcet: Methodological and Formal Issues,Advances in Manufacturing,,,,10.1007/978-1-4471-0855-9_10,J. ZaytoonG. Villermain-Lecolier,1999,https://link.springer.com/chapter/10.1007/978-1-4471-0855-9_10,Conference paper
Formal Verification of Dynamic Properties in an Aerospace Application,Formal Methods in System Design,,,,10.1023/A:1008651801000,Simin Nadjm-TehraniJan-Erik Strömberg,1999,https://link.springer.com/article/10.1023/A:1008651801000,Article
Deciding Equality Formulas by Small Domains Instantiations,Computer Aided Verification,,,,10.1007/3-540-48683-6_39,Amir PnueliYoav RodehOfer ShtrichmanMichael Siegel,1999,https://link.springer.com/chapter/10.1007/3-540-48683-6_39,Conference paper
Synchronous programming of reactive systems,Computer Aided Verification,,,,10.1007/BFb0028726,Nicolas Halbwachs,1998,https://link.springer.com/chapter/10.1007/BFb0028726,Conference paper
Compositionality in dataflow synchronous languages: specification &amp; code generation,Compositionality: The Significant Difference,,,,10.1007/3-540-49213-5_3,Albert BenvenistePaul Le GuernicPascal Aubry,1998,https://link.springer.com/chapter/10.1007/3-540-49213-5_3,Conference paper
The Synchronous Approach to Designing Reactive Systems,Formal Methods in System Design,,,,10.1023/A:1008697810328,Axel PoignéMatthew MorleyOlivier MaffeïsLeszek HolenderskiReinhard Budde,1998,https://link.springer.com/article/10.1023/A:1008697810328,Article
Specification and Design,High-Integrity System Specification and Design,,,,10.1007/978-1-4471-3431-2_1,Frederick P. BrooksDavid Harel,1999,https://link.springer.com/chapter/10.1007/978-1-4471-3431-2_1,Chapter
A modular approach for programming embedded systems,Lectures on Embedded Systems,,,,10.1007/3-540-65193-4_22,Shangping RenGul A. Agha,1998,https://link.springer.com/chapter/10.1007/3-540-65193-4_22,Chapter
Specifying safety-critical embedded systems with statecharts and Z: A case study,Fundamental Approaches to Software Engineering,,,,10.1007/BFb0053584,Robert BüssowRobert GeislerMarcus Klar,1998,https://link.springer.com/chapter/10.1007/BFb0053584,Conference paper
Translation validation,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/BFb0054170,A. PnueliM. SiegelE. Singerman,1998,https://link.springer.com/chapter/10.1007/BFb0054170,Conference paper
Architecting for Domain Variability,Development and Evolution of Software Architectures for Product Families,,,,10.1007/3-540-68383-6_29,Jacques MeekelThomas B. HortonCharlie Mellone,1998,https://link.springer.com/chapter/10.1007/3-540-68383-6_29,Conference paper
A refinement calculus for statecharts,Fundamental Approaches to Software Engineering,,,,10.1007/BFb0053597,Peter Scholz,1998,https://link.springer.com/chapter/10.1007/BFb0053597,Conference paper
Formal Verification and Hardware Design with Statecharts,Prospects for Hardware Foundations,,,,10.1007/3-540-49254-2_11,Jan PhilippsPeter Scholz,1998,https://link.springer.com/chapter/10.1007/3-540-49254-2_11,Chapter
An Approach for Real-Time Applications Engineering,Intelligent Systems for Manufacturing,,,,10.1007/978-0-387-35390-6_32,A. Attoui,1998,https://link.springer.com/chapter/10.1007/978-0-387-35390-6_32,Chapter
Instrumentation of Synchronous Reactive Systems for Performance Analysis: A Case Study,Computer Performance Evaluation,,,,10.1007/3-540-68061-6_11,Alberto ValderrutenJavier MosqueraVíctor M. Gulías,1998,https://link.springer.com/chapter/10.1007/3-540-68061-6_11,Conference paper
